Student_ID,Age,Study_Hours,Attendance,Assignments,Marks
1390,19,9.5,68.9,8.0,59.2
1391,18,5.8,62.2,9.0,67.6
1392,18,7.6,91.9,4.0,53.8
1393,24,9.3,66.2,4.0,51.0
1394,21,9.8,85.0,3.0,86.7
1395,20,8.5,73.5,8.0,52.0
1396,21,3.7,65.1,4.0,87.6
1397,21,9.7,76.6,10.0,65.8
1398,21,,60.6,4.0,99.7
1399,21,9.4,93.6,5.0,51.8
1400,22,7.1,80.5,3.0,45.6
1401,22,3.8,65.6,3.0,44.5
1402,24,4.3,69.5,8.0,90.1
1403,19,6.0,77.9,4.0,66.3
1404,18,8.1,67.6,5.0,40.2
1405,21,3.9,70.7,6.0,92.5
1406,24,6.2,81.4,7.0,92.6
1407,19,4.1,93.3,10.0,88.4
1408,18,8.3,76.1,9.0,54.9
1409,23,5.2,88.7,3.0,62.4
1410,20,1.7,95.1,5.0,84.7
1411,22,2.5,68.7,8.0,69.4
1412,23,1.5,92.3,5.0,49.2
1413,18,5.5,90.3,4.0,54.6
1414,23,2.0,74.3,10.0,98.4
1415,20,2.0,99.6,,49.1
1416,24,9.5,70.5,3.0,83.6
1417,18,8.9,70.2,6.0,68.7
1418,23,5.1,90.9,4.0,84.9
1419,22,9.9,77.4,3.0,79.7
1420,22,1.0,73.2,9.0,66.4
1421,19,6.5,67.1,8.0,61.2
1422,23,6.5,90.6,3.0,85.3
1423,21,5.1,91.5,5.0,59.4
1424,23,4.6,82.7,9.0,87.3
1425,24,5.1,98.3,7.0,80.8
1426,18,4.7,72.7,10.0,74.7
1427,18,7.6,68.8,6.0,62.1
1428,24,2.2,87.1,7.0,52.3
1429,23,2.8,90.3,5.0,82.6
1430,24,2.6,69.0,6.0,45.5
1431,20,,63.1,6.0,98.2
1432,24,5.7,92.4,10.0,98.7
1433,22,2.0,99.1,4.0,47.8
1434,24,8.8,85.8,6.0,46.2
1435,18,3.7,71.1,3.0,64.8
1436,22,2.5,99.9,7.0,
1437,18,7.1,95.7,,64.0
1438,19,1.3,80.5,8.0,61.8
1439,21,,93.0,7.0,82.2
1440,18,7.3,92.6,4.0,50.7
1441,22,2.9,97.4,6.0,61.8
1442,19,1.4,93.6,5.0,57.5
1443,18,4.3,85.7,9.0,76.1
1444,20,,84.4,9.0,49.8
1445,24,2.0,78.7,3.0,72.9
1446,21,3.3,85.1,4.0,91.5
1447,18,3.7,91.8,9.0,70.9
1448,19,5.8,98.8,10.0,81.0
1449,20,7.1,78.7,10.0,44.5
1450,23,6.3,82.9,6.0,66.9
1451,19,2.3,77.8,8.0,45.7
1452,24,2.5,86.7,5.0,76.0
1453,19,8.9,85.2,6.0,56.9
1454,20,6.0,60.7,4.0,57.2
1455,19,8.8,81.6,10.0,44.6
1456,20,4.3,63.5,,58.6
1457,18,6.5,61.1,9.0,70.4
1458,20,5.7,91.6,5.0,75.1
1459,20,3.9,70.3,5.0,44.0
1460,21,5.2,73.6,5.0,79.1
1461,20,5.5,62.6,10.0,69.3
1462,20,2.8,67.2,9.0,72.2
1463,23,3.8,90.6,6.0,90.0
1464,18,8.1,79.7,5.0,60.5
1465,24,9.2,95.2,6.0,50.4
1466,21,4.2,75.9,5.0,73.1
1467,23,3.8,70.7,10.0,96.7
1468,22,2.8,73.9,5.0,71.1
1469,18,7.1,88.5,4.0,89.9
1470,18,3.9,82.2,6.0,85.4
1471,22,,96.2,8.0,71.1
1472,24,3.9,84.1,10.0,78.9
1473,20,4.5,79.7,6.0,64.4
1474,23,6.4,91.4,10.0,71.8
1475,19,8.2,97.9,7.0,70.4
1476,21,5.2,74.2,9.0,82.5
1477,19,4.8,70.0,8.0,64.6
1478,22,10.0,84.6,4.0,46.0
1479,18,1.1,80.0,6.0,
1480,24,9.1,99.6,4.0,81.1
1481,18,2.3,78.5,8.0,97.0
1482,21,8.1,63.0,4.0,65.7
1483,18,6.6,99.1,4.0,44.7
1484,18,4.1,93.7,3.0,47.3
1485,21,8.9,67.1,6.0,86.4
1486,23,1.1,96.2,4.0,
1487,23,3.0,73.6,3.0,94.5
1488,21,6.1,75.1,3.0,56.9
1489,24,4.2,96.3,10.0,93.9
1490,22,6.5,81.2,5.0,86.4
1491,18,1.2,65.5,5.0,92.3
1492,24,2.0,74.8,9.0,52.8
1493,18,2.1,88.9,,75.7
1494,22,2.7,67.0,6.0,45.6
1495,23,5.1,83.6,5.0,52.1
1496,24,7.8,87.8,8.0,58.6
1497,20,9.1,73.8,6.0,84.4
1498,20,8.5,87.8,8.0,41.5
1499,20,2.8,95.4,9.0,94.2
1500,23,5.0,78.9,9.0,44.2
1501,23,2.8,75.3,3.0,62.6
1502,22,3.4,70.0,3.0,44.9
1503,18,5.5,84.2,6.0,86.1
1504,22,1.6,95.2,8.0,48.5
1505,22,3.0,73.0,8.0,93.1
1506,23,9.4,75.8,5.0,71.8
1507,20,5.2,76.3,5.0,96.9
1508,19,5.0,82.4,6.0,57.4
1509,18,1.1,69.1,7.0,67.3
1510,23,3.2,92.9,5.0,81.7
1511,20,8.8,71.8,4.0,89.9
1512,24,2.5,88.2,5.0,65.3
1513,19,4.7,80.5,7.0,93.5
1514,19,1.1,83.4,8.0,47.1
1515,23,5.3,67.2,3.0,82.5
1516,21,1.2,89.4,10.0,60.9
1517,18,8.4,67.5,10.0,46.1
1518,19,8.4,64.5,3.0,63.2
1519,23,8.1,81.9,8.0,92.8
1520,23,3.6,88.4,3.0,98.8
1521,20,8.5,62.0,5.0,63.6
1522,24,5.9,62.8,9.0,93.2
1523,21,4.4,92.1,3.0,70.6
1524,18,6.6,92.4,9.0,83.0
1525,22,1.1,69.8,7.0,42.7
1526,24,2.3,84.6,9.0,73.4
1527,24,7.7,77.7,7.0,44.2
1528,20,3.2,85.3,5.0,56.1
1529,19,6.4,94.5,8.0,74.0
1530,19,4.5,63.2,4.0,88.4
1531,20,8.7,91.1,5.0,73.7
1532,23,9.6,79.7,3.0,96.2
1533,19,9.0,82.6,5.0,88.6
1534,21,3.4,86.2,10.0,49.4
1535,18,2.7,96.9,10.0,63.3
1536,24,5.3,62.3,7.0,80.1
1537,24,1.1,61.2,5.0,96.3
1538,21,1.2,67.1,5.0,99.3
1539,19,6.0,99.5,4.0,85.8
1540,24,5.7,88.6,7.0,74.4
1541,22,10.0,84.6,6.0,85.4
1542,18,2.8,61.9,6.0,56.4
1543,18,3.3,95.2,7.0,57.0
1544,24,2.0,92.5,6.0,79.3
1545,20,9.3,86.6,3.0,92.3
1546,24,8.0,73.6,6.0,98.2
1547,20,8.4,62.8,10.0,60.5
1548,24,9.1,83.2,3.0,87.8
1549,22,5.7,88.8,7.0,91.1
1550,23,5.1,63.8,6.0,77.4
1551,18,4.0,85.4,6.0,60.9
1552,24,6.3,71.5,8.0,77.1
1553,22,5.1,90.6,9.0,75.1
1554,20,5.1,81.6,3.0,76.4
1555,20,9.4,65.2,3.0,77.2
1556,18,9.9,81.1,5.0,90.8
1557,21,8.2,75.8,4.0,50.2
1558,24,7.8,67.2,10.0,62.0
1559,19,7.1,93.7,6.0,75.2
1560,20,2.5,60.4,8.0,57.0
1561,23,1.5,72.5,4.0,98.7
1562,23,7.2,60.5,9.0,55.8
1563,20,7.6,63.8,9.0,68.2
1564,21,1.4,71.9,10.0,92.6
1565,21,9.4,62.2,8.0,44.8
1566,22,1.8,,4.0,89.2
1567,23,3.6,63.5,10.0,74.3
1568,22,7.1,88.1,10.0,41.9
1569,23,2.5,62.1,10.0,94.2
1570,24,1.5,62.4,10.0,42.4
1571,24,4.0,72.2,6.0,70.9
1572,19,7.9,95.9,9.0,42.9
1573,24,4.7,85.7,10.0,44.3
1574,19,6.9,90.8,8.0,93.2
1575,24,6.2,65.7,3.0,85.9
1576,18,1.2,93.4,5.0,51.8
1577,24,9.9,60.3,8.0,77.2
1578,22,1.4,68.5,7.0,87.7
1579,20,9.7,84.6,9.0,93.4
1580,22,5.9,75.0,10.0,68.1
1581,20,,,9.0,93.8
1582,21,2.0,61.2,10.0,70.5
1583,22,5.4,99.9,6.0,81.3
1584,21,2.5,84.9,6.0,98.7
1585,19,1.5,82.3,7.0,
1586,19,6.6,62.4,9.0,50.1
1587,18,2.9,70.9,10.0,60.5
1588,24,6.3,97.0,4.0,49.9
1589,22,2.0,74.2,5.0,57.0
1590,21,4.0,86.5,4.0,84.6
1591,20,8.0,100.0,7.0,68.7
1592,19,4.9,70.5,7.0,62.5
1593,24,,83.0,5.0,62.1
1594,19,6.8,87.9,7.0,51.7
1595,20,8.6,66.6,7.0,66.8
1596,24,3.9,65.9,9.0,77.5
1597,24,7.2,78.3,8.0,48.3
1598,21,9.7,75.4,10.0,98.4
1599,21,7.6,88.6,9.0,66.6
1600,22,5.4,62.8,5.0,96.9
1601,22,6.7,98.9,6.0,48.1
1602,23,7.7,60.6,4.0,86.0
1603,23,6.5,84.1,6.0,77.1
1604,18,1.2,82.5,6.0,89.2
1605,19,2.8,65.4,8.0,76.0
1606,22,8.3,66.0,4.0,97.8
1607,21,3.5,91.7,6.0,77.6
1608,20,7.6,95.5,10.0,87.1
1609,21,4.3,,5.0,92.7
1610,19,5.7,77.5,4.0,82.9
1611,23,1.6,74.2,3.0,71.5
1612,21,2.6,62.9,8.0,56.4
1613,18,9.6,86.9,10.0,91.3
1614,19,9.0,93.0,6.0,68.8
1615,23,6.9,72.2,10.0,77.2
1616,20,5.1,99.6,10.0,44.8
1617,23,7.1,63.0,7.0,69.8
1618,24,6.6,86.5,4.0,81.9
1619,18,6.1,77.9,3.0,75.0
1620,19,1.5,77.9,7.0,66.9
1621,20,6.7,78.3,10.0,53.4
1622,18,7.9,70.3,3.0,58.6
1623,23,9.9,88.6,10.0,82.0
1624,18,1.1,88.9,6.0,53.5
1625,19,7.6,71.3,10.0,77.3
1626,22,6.1,93.4,7.0,75.4
1627,18,4.9,72.7,,98.2
1628,24,2.1,89.0,7.0,43.6
1629,18,4.7,64.8,4.0,46.5
1630,23,4.2,66.7,,70.4
1631,23,3.7,72.6,9.0,71.6
1632,20,7.6,83.8,5.0,42.4
1633,23,7.3,85.8,9.0,89.6
1634,21,6.3,75.9,5.0,69.7
1635,19,9.4,63.1,9.0,60.8
1636,19,4.1,74.9,3.0,59.1
1637,22,3.2,87.6,8.0,91.7
1638,22,6.9,86.8,7.0,51.8
1639,19,2.8,66.4,6.0,49.6
1640,24,3.8,60.3,8.0,52.8
1641,22,3.0,90.1,4.0,77.5
1642,20,1.6,64.3,4.0,88.7
1643,23,8.4,63.3,4.0,59.9
1644,19,,60.1,5.0,50.4
1645,22,,77.3,6.0,52.6
1646,19,1.4,80.1,,77.2
1647,21,7.3,85.5,4.0,54.8
1648,18,4.0,71.8,9.0,92.6
1649,23,7.7,88.4,3.0,46.2
1650,19,4.7,66.8,7.0,41.9
1651,18,2.8,93.3,7.0,45.3
1652,22,5.6,82.9,10.0,90.7
1653,18,2.2,83.4,7.0,79.1
1654,23,5.0,68.4,8.0,97.5
1655,19,3.9,63.0,9.0,60.2
1656,21,9.2,78.6,9.0,52.8
1657,24,1.5,84.6,3.0,73.7
1658,22,7.2,63.8,5.0,72.3
1659,19,2.6,98.0,8.0,75.5
1660,23,3.9,99.2,3.0,60.9
1661,22,4.7,81.8,4.0,40.4
1662,20,,98.0,6.0,42.1
1663,18,3.2,67.2,8.0,79.8
1664,24,1.8,61.0,8.0,71.4
1665,23,3.9,61.6,4.0,89.3
1666,20,1.9,83.5,4.0,58.0
1667,19,2.2,62.5,6.0,88.9
1668,21,6.2,98.3,7.0,65.5
1669,22,1.5,65.7,8.0,45.8
1670,18,1.3,72.2,3.0,98.7
1671,22,7.4,92.9,5.0,70.7
1672,24,4.3,68.7,4.0,77.8
1673,19,2.1,69.7,4.0,80.2
1674,22,3.3,85.7,5.0,61.7
1675,18,6.8,71.0,3.0,84.9
1676,19,3.5,68.7,10.0,92.2
1677,22,5.5,70.2,4.0,63.2
1678,21,2.1,79.6,5.0,79.4
1679,23,6.3,98.6,9.0,85.4
1680,19,3.8,93.3,4.0,51.4
1681,23,6.6,71.4,7.0,60.0
1682,19,8.3,74.5,7.0,46.5
1683,21,6.5,78.6,4.0,76.1
1684,23,3.7,99.2,9.0,88.1
1685,20,3.3,66.9,4.0,76.7
1686,18,3.9,74.3,10.0,50.8
1687,20,2.5,89.2,10.0,72.8
1688,22,2.6,98.6,7.0,90.1
1689,21,8.1,66.2,10.0,58.2
1690,20,4.5,69.1,9.0,90.0
1691,19,4.9,69.0,10.0,87.1
1692,22,6.3,60.8,4.0,41.3
1693,22,6.3,84.2,9.0,54.4
1694,20,1.6,86.8,3.0,72.6
1695,20,8.5,84.1,3.0,83.1
1696,21,2.6,62.9,6.0,92.8
1697,18,,62.8,3.0,78.5
1698,20,8.0,68.4,8.0,62.8
1699,24,,71.6,9.0,51.1
1700,20,6.2,91.5,8.0,85.6
1701,23,1.1,66.4,8.0,52.4
1702,19,4.2,61.8,4.0,81.7
1703,24,6.4,75.8,4.0,50.9
1704,24,4.5,76.7,5.0,45.5
1705,23,8.8,78.0,9.0,55.1
1706,23,3.8,93.1,8.0,57.1
1707,22,3.6,63.9,8.0,78.8
1708,18,3.4,88.2,3.0,49.7
1709,19,4.0,73.5,7.0,95.8
1710,21,6.0,72.4,9.0,73.3
1711,24,7.4,97.3,7.0,69.5
1712,21,7.0,69.9,9.0,66.1
1713,20,8.3,85.7,9.0,74.0
1714,20,9.0,71.0,6.0,41.3
1715,21,8.3,80.3,5.0,99.4
1716,20,1.2,91.5,7.0,73.5
1717,18,7.6,95.3,6.0,42.1
1718,23,2.9,93.5,3.0,75.4
1719,20,2.2,83.3,5.0,66.2
1720,22,6.7,70.0,5.0,41.4
1721,20,3.9,86.4,8.0,95.5
1722,19,1.5,88.4,9.0,40.6
1723,18,2.2,60.4,10.0,74.7
1724,19,1.0,77.6,9.0,97.7
1725,19,9.1,93.7,4.0,54.3
1726,22,1.2,79.6,9.0,55.3
1727,18,2.9,72.5,9.0,40.0
1728,18,4.7,94.9,9.0,44.0
1729,18,4.2,66.2,8.0,42.7
1730,18,9.2,68.3,3.0,89.4
1731,18,1.4,87.5,9.0,90.2
1732,22,5.6,74.1,10.0,83.6
1733,20,7.1,88.5,8.0,61.2
1734,19,,66.3,10.0,89.3
1735,18,6.6,70.1,5.0,72.4
1736,24,8.2,66.3,8.0,58.3
1737,20,1.8,98.1,9.0,66.2
1738,20,4.5,76.2,6.0,43.9
1739,19,4.4,73.5,8.0,96.7
1740,22,9.0,60.6,7.0,77.1
1741,21,2.4,66.1,3.0,83.9
1742,21,2.4,76.8,3.0,80.6
1743,20,4.0,62.7,5.0,80.1
1744,23,1.5,80.4,8.0,41.0
1745,23,2.6,78.2,10.0,71.5
1746,19,9.7,90.7,10.0,89.3
1747,21,4.9,86.4,5.0,42.7
1748,20,6.7,77.8,5.0,97.4
1749,22,7.5,69.0,6.0,65.4
1750,21,4.3,89.1,4.0,57.4
1751,20,2.3,88.3,5.0,71.9
1752,20,2.9,66.1,4.0,88.1
1753,18,3.8,96.6,10.0,68.5
1754,22,6.7,62.6,4.0,78.7
1755,18,4.6,62.2,3.0,70.0
1756,19,1.1,67.5,10.0,77.9
1757,18,5.7,96.4,7.0,48.3
1758,24,9.3,80.8,10.0,42.3
1759,18,8.3,91.5,7.0,48.2
1760,24,8.4,69.1,8.0,57.2
1761,21,8.2,79.6,6.0,55.2
1762,23,3.9,74.3,6.0,76.9
1763,20,7.9,93.1,7.0,67.4
1764,24,2.3,60.9,8.0,42.3
1765,22,6.9,69.8,10.0,42.1
1766,18,6.8,66.1,9.0,45.4
1767,24,1.2,94.4,7.0,61.2
1768,22,8.1,78.7,10.0,40.4
1769,23,9.1,76.2,8.0,69.6
1770,23,3.4,78.0,8.0,61.6
1771,18,8.3,98.9,8.0,73.3
1772,19,1.7,94.0,8.0,83.2
1773,18,6.4,88.3,3.0,55.1
1774,21,5.4,71.6,10.0,49.4
1775,24,5.9,66.6,3.0,56.7
1776,20,9.3,96.9,7.0,40.1
1777,19,8.8,76.9,8.0,47.2
1778,18,8.1,71.2,5.0,85.0
1779,22,3.5,78.8,8.0,53.4
1780,19,9.2,,5.0,99.7
1781,24,1.9,75.5,3.0,50.1
1782,19,8.7,82.5,8.0,87.3
1783,24,4.0,92.1,4.0,82.3
1784,18,1.5,77.1,7.0,59.3
1785,24,7.0,69.3,8.0,59.8
1786,19,3.1,99.8,6.0,73.8
1787,22,,98.3,5.0,91.1
1788,23,3.8,93.7,9.0,63.2
1789,19,1.6,87.5,9.0,43.7
1790,24,2.6,71.8,8.0,62.5
1791,23,1.0,96.5,10.0,52.4
1792,24,5.0,71.0,4.0,96.4
1793,22,1.8,92.0,5.0,81.8
1794,24,7.1,96.7,4.0,43.0
1795,18,3.1,84.1,9.0,57.6
1796,20,9.5,92.1,7.0,43.0
1797,19,8.8,91.7,9.0,89.8
1798,20,3.6,,7.0,94.4
1799,24,8.0,86.7,7.0,46.7
1800,22,8.2,63.7,3.0,66.4
1801,19,9.9,80.3,9.0,95.9
1802,24,6.4,66.5,10.0,48.7
1803,23,1.7,76.7,9.0,57.5
1804,21,6.8,93.3,4.0,58.3
1805,24,6.6,99.5,8.0,41.8
1806,20,6.7,72.7,6.0,42.2
1807,19,3.8,81.3,6.0,97.2
1808,20,8.7,80.5,10.0,74.3
1809,19,9.6,98.2,7.0,58.4
1810,24,3.0,79.1,10.0,62.7
1811,18,1.8,88.0,6.0,82.9
1812,23,2.8,96.9,10.0,62.0
1813,24,8.4,74.9,5.0,53.7
1814,20,7.1,96.1,4.0,46.1
1815,21,6.7,96.7,4.0,83.7
1816,21,4.6,97.2,10.0,50.8
1817,22,6.2,70.8,,44.2
1818,19,3.8,76.0,5.0,65.6
1819,20,5.3,94.8,8.0,42.4
1820,22,8.1,74.4,3.0,97.9
1821,20,9.8,84.0,5.0,77.6
1822,19,9.4,64.7,4.0,49.2
1823,24,9.4,62.3,4.0,50.3
1824,24,4.6,76.5,9.0,74.2
1825,21,5.2,83.2,4.0,
1826,24,7.4,75.7,8.0,86.5
1827,24,9.3,83.1,6.0,72.7
1828,18,2.3,80.6,3.0,66.0
1829,21,3.7,87.4,5.0,97.8
1830,22,2.3,86.0,10.0,63.4
1831,23,6.5,77.0,4.0,64.0
1832,18,3.8,77.0,9.0,79.9
1833,22,3.9,65.6,9.0,88.6
1834,19,1.6,80.5,7.0,77.6
1835,18,4.1,83.5,3.0,81.9
1836,22,8.8,79.1,9.0,62.4
1837,19,3.1,73.0,7.0,68.8
1838,21,7.3,88.9,3.0,51.8
1839,23,6.7,63.0,4.0,80.8
1840,19,8.8,96.6,3.0,53.3
1841,24,2.2,60.8,3.0,40.1
1842,20,9.8,98.5,10.0,96.0
1843,19,6.2,78.5,4.0,58.4
1844,19,10.0,76.5,8.0,51.8
1845,23,9.2,70.3,9.0,56.1
1846,20,3.0,60.4,7.0,59.8
1847,24,,71.0,10.0,68.5
1848,22,3.3,64.4,10.0,44.2
1849,22,5.7,86.4,8.0,43.2
1850,19,2.5,72.8,7.0,57.6
1851,20,2.5,90.7,6.0,57.7
1852,20,5.2,68.3,9.0,47.1
1853,24,1.3,96.0,7.0,64.3
1854,23,2.1,80.9,7.0,57.0
1855,21,4.7,64.6,3.0,41.6
1856,22,1.6,76.0,6.0,93.1
1857,23,4.6,68.3,4.0,93.2
1858,18,5.3,68.0,4.0,52.6
1859,22,5.1,80.3,5.0,49.8
1860,23,8.8,,6.0,72.8
1861,22,5.8,96.5,,77.8
1862,21,5.2,80.1,5.0,97.5
1863,18,4.7,98.6,5.0,62.6
1864,21,8.4,97.7,4.0,77.1
1865,24,9.1,94.6,7.0,92.7
1866,18,8.7,80.0,3.0,67.0
1867,19,7.1,65.6,10.0,47.3
1868,23,2.2,68.7,10.0,62.6
1869,18,3.5,85.9,6.0,48.2
1870,24,1.4,76.9,5.0,41.0
1871,24,9.4,65.9,3.0,85.1
1872,21,6.9,79.2,4.0,54.3
1873,22,7.7,60.7,5.0,40.1
1874,18,3.8,,5.0,92.3
1875,23,8.6,62.9,8.0,66.6
1876,18,3.3,85.2,4.0,54.3
1877,20,1.0,91.7,,55.8
1878,22,4.4,65.3,8.0,54.4
1879,23,6.1,80.7,4.0,51.7
1880,23,5.3,91.2,4.0,90.5
1881,19,8.8,70.4,8.0,50.2
1882,21,1.9,66.5,10.0,73.7
1883,19,6.0,73.5,9.0,44.6
1884,23,5.6,82.2,3.0,97.0
1885,22,3.5,83.0,3.0,76.2
1886,18,8.4,65.2,9.0,94.2
1887,18,7.8,78.3,3.0,63.9
1888,22,7.6,70.7,7.0,88.6
1889,23,8.9,93.7,5.0,91.2
1890,24,7.5,72.5,3.0,82.2
1891,18,3.1,93.5,7.0,45.6
1892,24,7.4,77.1,5.0,41.0
1893,18,3.8,89.1,3.0,50.1
1894,18,3.2,80.4,4.0,47.1
1895,21,1.7,84.9,9.0,83.5
1896,21,7.7,75.8,6.0,73.4
1897,20,7.4,90.7,3.0,71.6
1898,19,3.1,77.0,6.0,55.2
1899,22,7.7,78.3,3.0,49.3
1900,22,9.3,80.7,4.0,52.4
1901,22,2.0,93.3,9.0,64.0
1902,20,,86.4,10.0,84.4
1903,21,,74.0,9.0,55.3
1904,23,3.5,86.8,6.0,81.9
1905,24,6.6,85.7,7.0,69.5
1906,24,1.7,97.2,4.0,93.1
1907,23,5.1,93.7,6.0,54.0
1908,20,7.7,85.9,6.0,67.1
1909,23,7.2,73.7,8.0,45.8
1910,22,8.3,91.2,8.0,60.1
1911,19,8.9,,4.0,70.4
1912,18,8.0,99.4,4.0,84.0
1913,24,7.0,69.9,4.0,51.9
1914,21,1.3,63.2,5.0,53.1
1915,21,5.8,62.8,7.0,77.9
1916,20,1.3,85.6,3.0,62.9
1917,21,8.3,97.6,10.0,68.9
1918,22,3.9,60.1,8.0,90.2
1919,24,6.1,89.0,9.0,69.9
1920,23,3.5,86.3,9.0,79.1
1921,22,8.0,89.3,6.0,79.4
1922,20,9.0,74.2,8.0,88.2
1923,22,4.6,92.8,3.0,78.3
1924,23,8.8,61.8,4.0,
1925,19,3.4,90.2,9.0,60.5
1926,20,5.8,70.7,8.0,99.4
1927,19,8.7,79.1,7.0,51.8
1928,18,3.9,92.9,7.0,75.2
1929,19,9.6,70.9,10.0,90.6
1930,18,2.1,67.4,5.0,75.2
1931,18,1.2,87.3,8.0,62.3
1932,19,9.1,81.3,4.0,44.8
1933,20,1.6,80.6,6.0,61.7
1934,23,9.9,70.3,10.0,50.9
1935,22,9.6,61.4,10.0,97.7
1936,22,2.2,76.4,5.0,82.9
1937,23,5.8,64.3,4.0,85.0
1938,24,2.7,,10.0,66.2
1939,24,4.9,61.7,5.0,46.6
1940,18,1.6,77.3,8.0,56.0
1941,18,3.0,62.1,3.0,55.6
1942,20,4.3,63.8,10.0,69.2
1943,21,4.9,86.4,9.0,67.7
1944,19,9.8,85.9,8.0,66.0
1945,18,8.3,61.3,4.0,69.8
1946,22,7.6,60.0,6.0,99.2
1947,20,5.8,63.2,6.0,57.9
1948,19,8.6,90.5,4.0,76.9
1949,20,4.1,83.4,5.0,54.4
1950,19,7.4,61.5,7.0,68.0
1951,19,9.9,79.5,4.0,52.0
1952,23,3.8,88.5,9.0,73.5
1953,18,7.1,94.8,10.0,55.9
1954,20,8.6,97.4,8.0,42.2
1955,20,9.2,73.1,6.0,88.9
1956,23,7.5,65.4,3.0,47.7
1957,22,3.6,69.5,6.0,62.1
1958,22,3.9,91.0,7.0,68.6
1959,24,1.2,98.9,10.0,65.9
1960,18,7.8,78.7,6.0,83.5
1961,18,1.4,72.2,7.0,75.8
1962,21,8.8,77.2,10.0,57.7
1963,23,2.1,72.2,9.0,43.1
1964,22,2.5,70.3,10.0,86.1
1965,19,5.3,83.8,4.0,61.2
1966,20,7.6,60.6,6.0,93.4
1967,18,2.3,70.4,5.0,63.7
1968,20,5.0,86.5,8.0,83.1
1969,20,5.3,61.3,5.0,96.4
1970,21,,63.3,8.0,79.1
1971,22,2.0,71.7,6.0,64.8
1972,18,8.5,95.1,9.0,74.0
1973,20,5.5,90.6,6.0,72.6
1974,18,1.1,60.9,8.0,75.1
1975,19,8.2,80.1,9.0,48.8
1976,21,9.8,71.0,3.0,81.9
1977,19,6.5,85.9,9.0,48.7
1978,18,5.5,88.9,6.0,40.9
1979,24,8.9,94.5,3.0,77.5
1980,18,9.6,79.0,3.0,47.0
1981,22,7.8,99.8,8.0,86.2
1982,20,5.0,99.2,3.0,92.0
1983,20,6.3,95.3,3.0,96.7
1984,19,7.3,83.0,4.0,79.9
1985,21,2.7,75.9,9.0,68.9
1986,24,5.0,74.6,10.0,61.1
1987,23,8.5,60.5,5.0,69.5
1988,20,6.9,70.0,3.0,51.4
1989,22,4.7,88.8,10.0,60.9
1990,19,7.0,84.1,5.0,83.1
1991,19,2.1,96.7,10.0,53.0
1992,23,4.6,62.0,3.0,55.8
1993,22,8.1,66.2,5.0,85.0
1994,21,3.0,91.6,6.0,50.7
1995,22,2.7,74.3,6.0,54.8
1996,21,9.6,64.7,5.0,41.1
1997,22,2.9,99.9,9.0,83.2
1998,22,3.3,91.5,3.0,77.1
1999,18,9.7,76.3,4.0,81.7
2000,19,7.6,92.9,10.0,52.9
2001,22,7.3,87.2,9.0,81.2
2002,23,,91.6,5.0,75.8
2003,22,2.0,92.6,9.0,62.0
2004,20,7.4,63.4,10.0,66.3
2005,19,5.5,84.9,7.0,74.1
2006,20,8.5,60.3,4.0,69.6
2007,19,5.6,61.7,10.0,78.5
2008,20,6.6,96.2,7.0,50.9
2009,22,5.3,81.1,10.0,72.4
2010,22,5.3,89.4,,
2011,18,7.9,93.5,5.0,67.7
2012,23,6.7,98.0,3.0,68.2
2013,20,6.7,94.8,9.0,92.9
2014,21,5.1,79.3,9.0,89.1
2015,18,5.8,73.4,7.0,77.8
2016,20,7.7,66.2,9.0,83.0
2017,20,8.4,76.0,5.0,42.6
2018,18,7.3,74.7,4.0,84.6
2019,22,9.3,82.4,3.0,69.2
2020,20,8.4,86.6,7.0,59.1
2021,22,6.1,99.1,9.0,48.4
2022,18,7.0,89.1,5.0,44.5
2023,22,9.3,85.7,3.0,42.7
2024,19,6.6,73.4,3.0,49.7
2025,21,8.4,61.4,6.0,41.8
2026,24,7.2,71.5,,84.0
2027,20,6.0,90.7,10.0,54.9
2028,23,3.2,68.2,5.0,62.1
2029,21,4.8,88.5,4.0,89.4
2030,24,9.7,83.2,8.0,46.9
2031,22,6.9,66.9,6.0,90.1
2032,20,6.1,70.5,5.0,78.4
2033,22,9.4,79.9,5.0,60.5
2034,19,6.3,76.7,5.0,47.1
2035,18,5.7,91.1,7.0,45.5
2036,20,7.8,89.4,9.0,60.1
2037,24,7.4,83.0,7.0,48.4
2038,24,2.7,92.9,10.0,56.1
2039,19,5.2,82.5,4.0,43.2
2040,19,5.3,98.6,10.0,75.7
2041,20,4.4,68.7,5.0,48.7
2042,22,5.7,88.6,9.0,85.4
2043,23,4.7,74.8,10.0,53.1
2044,24,2.8,71.2,7.0,87.9
2045,24,4.7,67.2,7.0,51.4
2046,19,1.7,82.1,7.0,83.3
2047,21,6.2,68.6,4.0,60.0
2048,19,8.7,68.0,4.0,75.0
2049,23,7.5,99.6,5.0,42.3
2050,22,4.2,92.1,6.0,69.7
2051,22,1.8,89.9,10.0,48.9
2052,21,2.8,91.8,5.0,69.2
2053,24,5.9,98.8,7.0,48.5
2054,19,2.9,82.9,8.0,66.2
2055,22,5.9,68.8,10.0,46.6
2056,23,3.1,94.5,9.0,53.2
2057,20,8.6,89.7,7.0,75.7
2058,18,4.6,,3.0,98.6
2059,18,3.2,78.9,8.0,67.0
2060,18,8.3,76.5,8.0,81.2
2061,24,4.1,97.2,9.0,72.4
